"id"	"tech_code"	"tech_name"	"tech_format"	"tech_price"	"tech_type"	"price_type"	"deptment_id"
"221"	"NCD（GHXF）"	"钠测定（干化X法）"	""	"0.73"	"检验"	"检验费"	
"222"	"LCD（LZXZDJF、DDF）"	"氯测定（离子X择电极法、滴定法）"	""	"90.15"	"检验"	"检验费"	
"223"	"LCD（GHXF）"	"氯测定（干化X法）"	""	"4.7"	"检验"	"检验费"	
"224"	"GCD（BSF、FGGDF、LZXZDJF）"	"钙测定（比色法、分光光度法、离子X择电极法）"	""	"22.91"	"检验"	"检验费"	
"225"	"GCD（GHXF）"	"钙测定（干化X法）"	""	"4.9"	"检验"	"检验费"	
"226"	"CMCFYDBCD（SLSSBZF）"	"超敏C反应蛋白测定（速率散射比浊法）"	""	"7.54"	"检验"	"检验费"	
"227"	"XQBDBCD（HXF）"	"X清白蛋白测定（化X法）"	""	"19.24"	"检验"	"检验费"	
"228"	"XQJJDHSCD（GHXF）"	"X清间接胆红素测定（干化X法）"	"江北"	"6.77"	"检验"	"检验费"	
"229"	"ZYTPYJYM"	"支原体培养及药敏"	""	"11.03"	"检验"	"检验费"	
"230"	"LZBDJC（MLMYF、JBF）"	"轮状病毒检测（酶联免疫法、金标法）"	""	"7.28"	"检验"	"检验费"	
"231"	"JGSCD（HXFGF、YGMYF）"	"降钙素测定（化X发光法、荧光免疫法）"	""	"12.63"	"检验"	"检验费"	
"232"	"GSZXZXBPY"	"骨髓造X祖细胞培养"	""	"28.89"	"检验"	"检验费"	
"233"	"GSZXZXBPY(HXBX)"	"骨髓造X祖细胞培养(红细胞系)"	""	"46.91"	"检验"	"检验费"	
"234"	"GSZXZXBPY(L－DX)"	"骨髓造X祖细胞培养(粒－单系)"	""	"2.76"	"检验"	"检验费"	
"235"	"BXBMYFX(LSXBYF)"	"白X病免疫分型(流式细胞仪法)"	""	"6.13"	"检验"	"检验费"	
"236"	"BXBMYFX(YGXWJF)"	"白X病免疫分型(荧光显微镜法)"	""	"66.75"	"检验"	"检验费"	
"237"	"BXBMYFX(MMF)"	"白X病免疫分型(酶免法)"	""	"3.66"	"检验"	"检验费"	
"238"	"GSTSRSJMZZHXRSJC"	"骨髓特殊染色及酶组织化X染色检查"	""	"17.5"	"检验"	"检验费"	
"239"	"17αQYTCD（HXFGF、YGMYF）"	"17αQ孕酮测定（化X发光法、荧光免疫法）"	""	"57.41"	"检验"	"检验费"	
"240"	"XQDBDY"	"X清蛋白电泳"	""	"16.18"	"检验"	"检验费"	
"241"	"MYGDDY"	"免疫固定电泳"	""	"3.09"	"检验"	"检验费"	
"242"	"MYGDDY(XQBB)"	"免疫固定电泳(X清标本)"	""	"38.09"	"检验"	"检验费"	
"243"	"XQJHDBCD"	"X清肌红蛋白测定"	""	"7.12"	"检验"	"检验费"	
"244"	"XQJGDBⅠCD（YGMYF）"	"X清肌钙蛋白Ⅰ测定（荧光免疫法）"	""	"3.73"	"检验"	"检验费"	
"245"	"KXLTKTCD(AMA)（MYXF）"	"抗线粒体抗体测定(AMA)（免疫X法）"	""	"23.03"	"检验"	"检验费"	
"246"	"KXLTKTCD(AMA)（MYYJF）"	"抗线粒体抗体测定(AMA)（免疫印迹法）"	""	"3.08"	"检验"	"检验费"	
"247"	"XJXYDYJC(TYSZM)"	"细菌性阴道炎检查(唾液酸苷酶)"	""	"4.68"	"检验"	"检验费"	
"248"	"XJXYDYJC(BXBZM)"	"细菌性阴道炎检查(白细胞Z酶)"	""	"37.37"	"检验"	"检验费"	
"249"	"XQCSSXPZJSCD（HXFGF、YGMYF）"	"X清促肾上腺皮质激素测定（化X发光法、荧光免疫法）"	""	"7.81"	"检验"	"检验费"	
"250"	"HHLBXBCD（LSXBYF）"	"活化淋巴细胞测定（流式细胞仪法）"	""	"7.25"	"检验"	"检验费"	
"251"	"XXBCFHKY（CD）XLJC（LSXBYF）"	"X细胞簇分化抗原（CD）系列检测（流式细胞仪法）"	""	"3.25"	"检验"	"检验费"	
"252"	"KHTQWKTCD(KENAKT)（MYXF）"	"抗核提取物抗体测定(抗ENA抗体)（免疫X法）"	""	"31.99"	"检验"	"检验费"	
"253"	"KHTQWKTCD(KSSAT)（MYXF）"	"抗核提取物抗体测定(抗SSA体)（免疫X法）"	""	"37.39"	"检验"	"检验费"	
"254"	"KHTQWKTCD(KSSB)（MYXF）"	"抗核提取物抗体测定(抗SSB)（免疫X法）"	""	"35.08"	"检验"	"检验费"	
"255"	"KHTQWKTCD(KJO－1)（MYXF）"	"抗核提取物抗体测定(抗JO－1)（免疫X法）"	""	"59.91"	"检验"	"检验费"	
"256"	"KHTQWKTCD(KSm)（MYXF）"	"抗核提取物抗体测定(抗Sm)（免疫X法）"	""	"44.57"	"检验"	"检验费"	
"257"	"KHTQWKTCD(KnRNP)（MYXF）"	"抗核提取物抗体测定(抗nRNP)（免疫X法）"	""	"43.48"	"检验"	"检验费"	
"258"	"KHTQWKTCD(KScL-70)（MYXF）"	"抗核提取物抗体测定(抗ScL-70)（免疫X法）"	""	"25.12"	"检验"	"检验费"	
"259"	"KHTQWKTCD(KZSDKTCD)（MYXF）"	"抗核提取物抗体测定(抗着丝点抗体测定)（免疫X法）"	""	"1.55"	"检验"	"检验费"	
"260"	"QXQCD（YZF）"	"全X铅测定（原子法）"	""	"78.29"	"检验"	"检验费"	
"261"	"XQTMDASAJZYMCD（SLF）"	"X清天门冬氨酸氨基转移酶测定（速率法）"	""	"50.53"	"检验"	"检验费"	
"262"	"XQγ-GAXJZYMCD（GHXF）"	"X清γ-谷氨X基转移酶测定（干化X法）"	""	"12.09"	"检验"	"检验费"	
"263"	"XQγ-GAXJZYMCD（SLF）"	"X清γ-谷氨X基转移酶测定（速率法）"	""	"32.01"	"检验"	"检验费"	
"264"	"CHXBSCSCD(HXFGF)"	"促红细胞生成素测定(化X发光法)"	""	"6.82"	"检验"	"检验费"	
"265"	"YXGYBDTYHTHSKZDLJC"	"乙型肝炎病毒脱氧核糖核酸扩增定量检测"	""	"2.34"	"检验"	"检验费"	
"266"	"LQJPY(PFKZT)"	"淋球菌培养(皮肤科组套)"	""	"54.45"	"检验"	"检验费"	
"267"	"HLHJPY"	"霍乱弧菌培养"	""	"64.65"	"检验"	"检验费"	
"268"	"CYHWQHM(SOD)CD"	"超氧化物歧化酶(SOD)测定"	""	"5.01"	"检验"	"检验费"	
"269"	"XQZYS(Cystatin C)CD"	"X清胱抑素(Cystatin C)测定"	""	"16.09"	"检验"	"检验费"	
"270"	"RTNSSY"	"乳糖耐受试验"	""	"41.4"	"检验"	"检验费"	
"271"	"NDKSCD"	"尿碘快速测定"	""	"4.38"	"检验"	"检验费"	
"272"	"IXJYJJMDZ(CTx)CD(HXFGF，DLCD)"	"I型胶原J基末端肽(CTx)测定(化X发光法，定量测定)"	""	"21.7"	"检验"	"检验费"	
"273"	"IXJYAJMDZ(NTx)CD(HXFGF，DLCD)"	"I型胶原氨基末端肽(NTx)测定(化X发光法，定量测定)"	""	"11.12"	"检验"	"检验费"	
"274"	"LSPTTYGM(GPI)CD"	"磷酸葡萄糖异构酶(GPI)测定"	""	"59.46"	"检验"	"检验费"	
"275"	"GXGYIgGKTCD(Anti-HGVIgG)（GZMYXFF）"	"庚型肝炎IgG抗体测定(Anti-HGVIgG)（各种免疫X方法）"	""	"31.75"	"检验"	"检验费"	
"276"	"XQDMDZDBDGCCD（QTFF）"	"X清低密度脂蛋白胆固醇测定（其他方法）"	""	"1.61"	"检验"	"检验费"	
"277"	"RRTLBD（HPV）FXJC"	"人乳头瘤病毒（HPV）分型检测"	""	"8.31"	"检验"	"检验费"	
"278"	"XSDLTSY（TEG）"	"X栓弹力图试验（TEG）"	""	"3.09"	"检验"	"检验费"	
"279"	"TDSAJZYMXLTTGMJC"	"天冬酸氨基转移酶线粒体同功酶检测"	""	"22.85"	"检验"	"检验费"	
"280"	"NJSCFFX（HWGPF）"	"尿结石成份分析（红外光谱法）"	""	"7.63"	"检验"	"检验费"	
"282"	"XQTSQY(HCO3)CD(GHXF)"	"X清碳酸氢盐(HCO3)测定(干化X法)"	""	"30.59"	"检验"	"检验费"	
"283"	"XQNSCD(GHXF)"	"X清尿酸测定(干化X法)"	""	"69.7"	"检验"	"检验费"	
"284"	"XJNXMYSJCD(PT)(DHXF)"	"X浆凝X酶原时间测定(PT)(电化X法)"	""	"39.03"	"检验"	"检验费"	
"285"	"Kβ2-TDB1KTCD"	"抗β2-糖蛋白1抗体测定"	""	"28.68"	"检验"	"检验费"	
"286"	"XJXYDYJC(GYHQND)"	"细菌性阴道炎检查(过氧化氢浓度)"	""	"11.1"	"检验"	"检验费"	
"287"	"XJXYDYJC(FASAJZM)"	"细菌性阴道炎检查(脯氨酸氨基肽酶)"	""	"26.94"	"检验"	"检验费"	
"288"	"XJXYDYJC(β-PTTQSZM)"	"细菌性阴道炎检查(β-葡萄糖醛酸苷酶)"	""	"68.78"	"检验"	"检验费"	
"289"	"XJXYDYJC(NGM)"	"细菌性阴道炎检查(凝固酶)"	""	"0.07"	"检验"	"检验费"	
"290"	"XJXYDYJC(YXAJPTTZM)"	"细菌性阴道炎检查(乙X氨基葡萄糖苷酶)"	""	"3.4"	"检验"	"检验费"	
"291"	"KHXTKTCD（AnuA）(DX)"	"抗核小体抗体测定（AnuA）(定性)"	""	"10.23"	"检验"	"检验费"	
"292"	"KZDBKT(AHA)CD（MMF）(DX)"	"抗组蛋白抗体(AHA)测定（酶免法）(定性)"	""	"0.95"	"检验"	"检验费"	
"293"	"HZMSYWNDCD(ZG)"	"环孢霉素药物浓度测定(紫管)"	""	"14.21"	"检验"	"检验费"	
"294"	"TKMSYWNDCD(ZG)"	"他克莫司药物浓度测定(紫管)"	""	"11.44"	"检验"	"检验费"	
"295"	"KHTQWKTCD(KAnti-UIRNP)（MYXF）"	"抗核提取物抗体测定(抗Anti-UIRNP)（免疫X法）"	""	"22.29"	"检验"	"检验费"	
"296"	"KHTQWKTCD(KrRNP)（MYXF）"	"抗核提取物抗体测定(抗rRNP)（免疫X法）"	""	"11.65"	"检验"	"检验费"	
"297"	"XJKTCD（GZMYXFF）(JTJKT)"	"细菌抗体测定（各种免疫X方法）(军团菌抗体)"	""	"13.17"	"检验"	"检验费"	
"298"	"XJKTCD（MYYJF）(JHGJ)"	"细菌抗体测定（免疫印迹法）(结核杆菌)"	""	"11.18"	"检验"	"检验费"	
"299"	"EBBDKTCD（GZMYXFF）"	"EB病毒抗体测定（各种免疫X方法）"	""	"5.96"	"检验"	"检验费"	
"300"	"LFSYZ(RF)CD（SSBZF）"	"类风湿因子(RF)测定（散射比浊法）"	""	"60.22"	"检验"	"检验费"	
"301"	"KJDBKT(AKA)CD"	"抗角蛋白抗体(AKA)测定"	""	"17.08"	"检验"	"检验费"	
"302"	"KGSWLTKT(LKM)CD"	"抗肝肾微粒体抗体(LKM)测定"	""	"10.8"	"检验"	"检验费"	
"303"	"YXGYHXKTCD(Anti-HBc)(HXFGFD)"	"乙型肝炎核心抗体测定(Anti-HBc)(化X发光法等)"	""	"44"	"检验"	"检验费"	
"304"	"QXZDCDDQ"	"全X粘度测定低切"	""	"32.11"	"检验"	"检验费"	
"305"	"XJZDCD"	"X浆粘度测定"	""	"13.14"	"检验"	"检验费"	
"306"	"NZTDBCD（HXFGF）"	"尿转铁蛋白测定（化X发光法）"	""	"1.39"	"检验"	"检验费"	
"307"	"QTFYKTJC（LSXBYJC）"	"群体反应抗体检测（流式细胞仪检测）"	""	"70.94"	"检验"	"检验费"	
"308"	"RZZXRXKYIL(HLA－I)FX（JYPX）"	"人组织相容性抗原I类(HLA－I)分型（基因配型）"	""	"42.18"	"检验"	"检验费"	
"309"	"TSXJTPJC(LQJ)"	"特殊细菌涂片检查(淋球菌)"	""	"2.94"	"检验"	"检验费"	
"310"	"TSXJTPJC(XXYQJ)"	"特殊细菌涂片检查(新型隐球菌)"	""	"17.65"	"检验"	"检验费"	
"311"	"CJZXSSTKTCD（HXFGF、YGMYF）"	"促甲状腺素受体抗体测定（化X发光法、荧光免疫法）"	""	"31.66"	"检验"	"检验费"	
"312"	"ZQLXTYXKYCD(TPSA)（HXFGF、YGMY"	"总前列腺特异性抗原测定(TPSA)（化X发光法、荧光免疫"	""	"31.35"	"检验"	"检验费"	
"313"	"DXBTCD-XBB(C2－C9)"	"单项补体测定-X标本(C2－C9)"	""	"30.46"	"检验"	"检验费"	
"314"	"MYQDBIgADLCD（SSBZF）"	"免疫球蛋白IgA定量测定（散射比浊法）"	""	"33.54"	"检验"	"检验费"	
"315"	"MYQDBIgMDLCD（SSBZF）"	"免疫球蛋白IgM定量测定（散射比浊法）"	""	"3.74"	"检验"	"检验费"	
"316"	"WJLCD（BSF）"	"无机磷测定（比色法）"	""	"14.09"	"检验"	"检验费"	
"317"	"WJLCD（GHXF）"	"无机磷测定（干化X法）"	""	"14.41"	"检验"	"检验费"	
"318"	"MCD（GHXF）"	"镁测定（干化X法）"	""	"17.18"	"检验"	"检验费"	
"319"	"TLKYCD(CA72－4)（HXFGF、YGMYF）"	"糖类抗原测定(CA72－4)（化X发光法、荧光免疫法）"	""	"35.26"	"检验"	"检验费"	
"320"	"RSTQMCD(GHXF)(XQBB)"	"乳酸脱氢酶测定(干化X法)(X清标本)"	""	"28.89"	"检验"	"检验费"	
"321"	"KZGNMKTCD(EMAb)"	"抗子宫内膜抗体测定(EMAb)"	""	"63.81"	"检验"	"检验费"	
"322"	"KJZKTCD"	"抗精子抗体测定"	""	"17.21"	"检验"	"检验费"	
"323"	"KYDSKTCD（ELISAF）"	"抗胰岛素抗体测定（ELISA法）"	""	"11.3"	"检验"	"检验费"	
"324"	"XQJXLSMCD（GHXF）"	"X清碱性磷酸酶测定（干化X法）"	""	"40.92"	"检验"	"检验费"	
"325"	"XQJXLSMCD（SLF）"	"X清碱性磷酸酶测定（速率法）"	""	"19.35"	"检验"	"检验费"	
"326"	"XQDJZMCD（SLF）"	"X清胆碱脂酶测定（速率法）"	""	"43.55"	"检验"	"检验费"	
"327"	"XQDJZMCD（GHXF）"	"X清胆碱脂酶测定（干化X法）"	""	"29.15"	"检验"	"检验费"	
"328"	"RSTQMCD(SLF)"	"乳酸脱氢酶测定(速率法)"	""	"12.84"	"检验"	"检验费"	
"329"	"XQαQJDSTQMCD（SLF）"	"X清αQ基丁酸脱氢酶测定（速率法）"	""	"0.07"	"检验"	"检验费"	
"330"	"BYTRJNJSYKSJC"	"病原体乳胶凝集试验快速检测"	"江北"	"3.73"	"检验"	"检验费"	
"331"	"BWSNYWNDCD(HG)"	"丙戊酸钠药物浓度测定(黄管)"	""	"81.68"	"检验"	"检验费"	
"332"	"DGXYWNDCD(HG)"	"地高辛药物浓度测定(黄管)"	""	"1.36"	"检验"	"检验费"	
"333"	"TLDBCD（SSBZF）"	"铜蓝蛋白测定（散射比浊法）"	""	"49.98"	"检验"	"检验费"	
"334"	"TLDBCD（GZMYXFF、DKF）"	"铜蓝蛋白测定（各种免疫X方法、单扩法）"	""	"32.93"	"检验"	"检验费"	
"335"	"LBXBMYFX（LSXBYF）"	"淋巴细胞免疫分析（流式细胞仪法）"	""	"6.41"	"检验"	"检验费"	
"336"	"XBDKTCD（MYYJF）"	"腺病毒抗体测定（免疫印迹法）"	""	"28.07"	"检验"	"检验费"	
"337"	"XJPYJJD（YQF）"	"细菌培养及鉴定（仪器法）"	""	"42.76"	"检验"	"检验费"	
"338"	"CGYMDXSY（YQF）"	"常规药敏定性试验（仪器法）"	""	"35.67"	"检验"	"检验费"	
"339"	"JXBBDKTCDIgG"	"巨细胞病毒抗体测定IgG"	""	"5.76"	"检验"	"检验费"	
"340"	"JXBBDKTCDIgM"	"巨细胞病毒抗体测定IgM"	""	"29.28"	"检验"	"检验费"	
"341"	"TCD（GHXF）"	"铁测定（干化X法）"	""	"48.38"	"检验"	"检验费"	
"342"	"XQZTJHLCD"	"X清总铁结合力测定"	""	"69.26"	"检验"	"检验费"	
"343"	"LYDSSCYZ-1CD(IGF-1)（ELISAF）"	"类胰岛素生长因子-1测定(IGF-1)（ELISA法）"	""	"38.03"	"检验"	"检验费"	
"344"	"KHGASZKT（KCCPKT）CD"	"抗环瓜氨酸肽抗体（抗CCP抗体）测定"	""	"46.2"	"检验"	"检验费"	
"345"	"YMLGJKTCD(JBF)"	"幽门螺杆菌抗体测定(金标法)"	""	"2.98"	"检验"	"检验费"	
"346"	"BXNNZ（BNP）CD"	"B型钠尿肽（BNP）测定"	""	"61.11"	"检验"	"检验费"	
"347"	"XQJSJM－MBTGMZLCD"	"X清肌酸激酶－MB同工酶质量测定"	""	"30.28"	"检验"	"检验费"	
"348"	"XQFX"	"X气分析"	""	"81.15"	"检验"	"检验费"	
"349"	"JXBBDKTCD"	"巨细胞病毒抗体测定"	""	"39.57"	"检验"	"检验费"	
"350"	"WZXXBRSTJC"	"外周X细胞染色体检查"	""	"10.88"	"检验"	"检验费"	
"351"	"CXXRSTJC"	"脆性X染色体检查"	""	"49.07"	"检验"	"检验费"	
"352"	"XGFBRSTJC"	"X高分辨染色体检查"	""	"19.19"	"检验"	"检验费"	
"353"	"XJMRSTHHSY"	"X姐妹染色体互换试验"	""	"4.36"	"检验"	"检验费"	
"354"	"QXRSTJC"	"脐X染色体检查"	""	"65.57"	"检验"	"检验费"	
"355"	"KJZXQDBKTCD(TGAb)（HXFGF、YGMY"	"抗甲状腺球蛋白抗体测定(TGAb)（化X发光法、荧光免疫"	""	"21.14"	"检验"	"检验费"	
"356"	"KLCKTCD"	"抗卵巢抗体测定"	""	"37.39"	"检验"	"检验费"	
"357"	"DCZZBDⅡXKTCD（GZMYXFF）"	"单纯疱疹病毒Ⅱ型抗体测定（各种免疫X方法）"	""	"22.82"	"检验"	"检验费"	
"358"	"BDXQXSY(MZBD)"	"病毒X清X试验(麻疹病毒)"	""	"23.5"	"检验"	"检验费"	
"359"	"FDSFY"	"肥达氏反应"	""	"11.83"	"检验"	"检验费"	
"360"	"XQRRMMCXXJSCD（HXFGF、YGMYF"	"X清人绒毛膜促性腺激素测定（化X发光法、荧光免疫法"	""	"62.65"	"检验"	"检验费"	
"361"	"XQYDSCD（HXFGF、YGMYF）"	"X清胰岛素测定（化X发光法、荧光免疫法）"	""	"1.34"	"检验"	"检验费"	
"362"	"XQMRSCD（HXFGF、YGMYF）"	"X清泌乳素测定（化X发光法、荧光免疫法）"	""	"5.65"	"检验"	"检验费"	
"363"	"XQSCJSCD（HXFGF、YGMYF）"	"X清生长激素测定（化X发光法、荧光免疫法）"	""	"6.62"	"检验"	"检验费"	
"364"	"XQCLPCJSCD（HXFGF、YGMYF）"	"X清促卵泡刺激素测定（化X发光法、荧光免疫法）"	""	"1.7"	"检验"	"检验费"	
"365"	"XQCHTSCSCD（HXFGF、YGMYF）"	"X清促黄体生成素测定（化X发光法、荧光免疫法）"	""	"20.67"	"检验"	"检验费"	
"366"	"DFMCD（GHXF）(XQ)"	"淀粉酶测定（干化X法）(X清)"	""	"62.55"	"检验"	"检验费"	
"367"	"XQZFMCD（GHXF）"	"X清脂肪酶测定（干化X法）"	"江北"	"57.5"	"检验"	"检验费"	
"368"	"ND-QNNZ（NT-PROBNP）CD（JBF）"	"N端-前脑钠肽（NT-PROBNP）测定（金标法）"	""	"2.07"	"检验"	"检验费"	
"369"	"XJPZCCD（HXFGF、YGMYF）"	"X浆皮质醇测定（化X发光法、荧光免疫法）"	""	"75.75"	"检验"	"检验费"	
"370"	"XQTQBXTJLSZCD（HXFGF、YGMYF"	"X清脱氢表雄酮及硫酸Z测定（化X发光法、荧光免疫法"	""	"84.99"	"检验"	"检验费"	
"371"	"XQGYSZCD（GHXF）"	"X清甘油三Z测定（干化X法）"	""	"3.41"	"检验"	"检验费"	
"372"	"XQGYSZCD（HXF、MF）"	"X清甘油三Z测定（化X法、酶法）"	""	"14.22"	"检验"	"检验费"	
"373"	"XXKTXJCD(IgGKA)"	"X型抗体效价测定(IgG抗A)"	""	"34.39"	"检验"	"检验费"	
"374"	"FBCG(YQF)"	"粪便常规(仪器法)"	""	"38.35"	"检验"	"检验费"	
"375"	"XJPYJJD（SZX）（YQF）"	"细菌培养及鉴定（上肢X）（仪器法）"	""	"58.02"	"检验"	"检验费"	
"376"	"XJPYJJD（XZX）（YQF）"	"细菌培养及鉴定（下肢X）（仪器法）"	""	"50"	"检验"	"检验费"	
"377"	"XJPYJJD（XYYSZ）（YQF）"	"细菌培养及鉴定（X厌氧上肢）（仪器法）"	""	"10.3"	"检验"	"检验费"	
"378"	"XJPYJJD（ZXJMX）（YQF）"	"细菌培养及鉴定（中心静脉X）（仪器法）"	""	"19.48"	"检验"	"检验费"	
"382"	"KHKTCD(ANA)（ELISAF）"	"抗核抗体测定(ANA)（ELISA法）"	""	"11.35"	"检验"	"检验费"	
"383"	"YXGYBDDNACD（SYQZDYGDLJC）"	"乙型肝炎病毒DNA测定（使用全自动荧光定量检测）"	""	"2.25"	"检验"	"检验费"	
"384"	"FZBDKTCD（GZMYXFF）IgM"	"风疹病毒抗体测定（各种免疫X方法）IgM"	""	"32.13"	"检验"	"检验费"	
"385"	"KDLDNACD（MYYJF）"	"抗单链DNA测定（免疫印迹法）"	""	"10.61"	"检验"	"检验费"	
"386"	"DXBTCD-NBB(C3)"	"单项补体测定-尿标本(C3)"	""	"30.25"	"检验"	"检验费"	
"387"	"DXBTCD-XBB(C4)"	"单项补体测定-X标本(C4)"	""	"37.89"	"检验"	"检验费"	
"388"	"KZXLXBBJKTCD（cANCA）（MYXF）"	"抗中性粒细胞胞浆抗体测定（cANCA）（免疫X法）"	""	"5.79"	"检验"	"检验费"	
"389"	"KZXLXBBJKTCD（pANCA）（MYXF）"	"抗中性粒细胞胞浆抗体测定（pANCA）（免疫X法）"	""	"11.96"	"检验"	"检验费"	
"390"	"KZXLXBBJKTCD（PR3-ANCA）（MYXF）"	"抗中性粒细胞胞浆抗体测定（PR3-ANCA）（免疫X法）"	""	"57.42"	"检验"	"检验费"	
"391"	"KZXLXBBJKTCD（MPO-ANCA）（MYXF）"	"抗中性粒细胞胞浆抗体测定（MPO-ANCA）（免疫X法）"	""	"6.91"	"检验"	"检验费"	
"392"	"KSLDNACD(KdsDNA)（MYYJF）"	"抗双链DNA测定(抗dsDNA)（免疫印迹法）"	""	"25.52"	"检验"	"检验费"	
"393"	"HHBFNXJMSJCD(APTT)(XQJBR)"	"活化部分凝X激酶时间测定(APTT)(限抢救病人)"	""	"14.13"	"检验"	"检验费"	
"394"	"HHNXSJCD(ACT)(XQJBR)"	"活化凝X时间测定(ACT)(限抢救病人)"	""	"23.35"	"检验"	"检验费"	
"395"	"KJZXGYHWMKTJC"	"抗甲状腺过氧化物酶抗体检测"	""	"44.46"	"检验"	"检验费"	
"396"	"25QWSSDCD"	"25Q维生素D测定"	""	"51.32"	"检验"	"检验费"	
"397"	"RFZDB4CD"	"人附睾蛋白4测定"	""	"49.25"	"检验"	"检验费"	
"398"	"ZJD-ZJTJC（DTZDF）"	"真菌D-匍聚糖检测（动态浊度法）"	""	"7.14"	"检验"	"检验费"	
"399"	"XSDLTSY（PTB）"	"X栓弹力图试验（普通杯）"	""	"2.14"	"检验"	"检验费"	
"400"	"XSDLTSY（MAadp）"	"X栓弹力图试验（MAadp）"	""	"18.46"	"检验"	"检验费"	
"401"	"THBDBCD(MF)(DLCD)"	"糖化白蛋白测定(酶法)(定量测定)"	""	"7.15"	"检验"	"检验费"	
"402"	"XXDTYXKTJD"	"X型单特异性抗体鉴定"	""	"26.33"	"检验"	"检验费"	
"403"	"XRWBYYSC"	"吸入物变应原筛查"	""	"2"	"检验"	"检验费"	
"404"	"SRWBYYSC"	"食入物变应原筛查"	""	"53.5"	"检验"	"检验费"	
"405"	"ZXBYY（DJBYY）SC"	"专项变应原（单价变应原）筛查"	""	"49.04"	"检验"	"检验费"	
"406"	"YBXJTPJC"	"一般细菌涂片检查"	""	"0.07"	"检验"	"检验费"	
"407"	"JHJTPJC"	"结核菌涂片检查"	""	"65.96"	"检验"	"检验费"	
"408"	"BXGYBDRNACD(HCV-（SYQZDYGDLJC）"	"丙型肝炎病毒RNA测定(HCV-（使用全自动荧光定量检测）"	""	"10.81"	"检验"	"检验费"	
"409"	"XXDTYXKTJD（KSF）"	"X型单特异性抗体鉴定（卡式法）"	""	"50.67"	"检验"	"检验费"	
"410"	"XXKTTYXJD(FSSY)"	"X型抗体特异性鉴定(放散试验)"	""	"76.78"	"检验"	"检验费"	
"411"	"XXKTXJCD"	"X型抗体效价测定"	""	"14.77"	"检验"	"检验费"	
"412"	"WGMS(G)YWNDCD(HG)"	"万古霉素(谷)药物浓度测定(黄管)"	""	"12.61"	"检验"	"检验费"	
"413"	"JGCD（GHXF）(NBB)"	"肌G测定（干化X法）(尿标本)"	""	"4.18"	"检验"	"检验费"	
"414"	"DXBTCD-XBB(C3)"	"单项补体测定-X标本(C3)"	""	"6.6"	"检验"	"检验费"	
"415"	"QLLAMBDADL(λ-LC)"	"轻链LAMBDA定量(λ-LC)"	""	"10.11"	"检验"	"检验费"	
"416"	"QLKAPPADL(K-LC)"	"轻链KAPPA定量(K-LC)"	""	"11.86"	"检验"	"检验费"	
"417"	"XQJHDBCD（JBF）"	"X清肌红蛋白测定（金标法）"	""	"5.49"	"检验"	"检验费"	
"418"	"YSCD（HXFGF）"	"叶酸测定（化X发光法）"	""	"6.61"	"检验"	"检验费"	
"419"	"XQWSSCD（VB12）（HXFGF）"	"X清维生素测定（VB12）（化X发光法）"	""	"34.95"	"检验"	"检验费"	
"420"	"GLLYYWSC"	"各类滥用药物筛查"	""	"11.52"	"检验"	"检验费"	
"421"	"TSJZJCPX（WZF）"	"特殊介质交叉配X（微柱法）"	""	"10.65"	"检验"	"检验费"	
"422"	"RMYQXBDKTCD(Anti-HIV)（YJF、MMF、"	"人免疫缺陷病毒抗体测定(Anti-HIV)（印迹法、酶免法、"	""	"31.53"	"检验"	"检验费"	
"423"	"RMYQXBDKTCD(Anti-HIV)（HXFGF、MY"	"人免疫缺陷病毒抗体测定(Anti-HIV)（化X发光法、免疫"	""	"0.51"	"检验"	"检验费"	
"424"	"GXTKTCD（GZMYXFF）"	"弓形体抗体测定（各种免疫X方法）"	""	"24.72"	"检验"	"检验费"	
"425"	"GXTKTCD（GZMYXFF）IgG"	"弓形体抗体测定（各种免疫X方法）IgG"	""	"31.09"	"检验"	"检验费"	
"426"	"GXTKTCD（GZMYXFF）IgM"	"弓形体抗体测定（各种免疫X方法）IgM"	""	"63.03"	"检验"	"检验费"	
"427"	"FZBDKTCD（GZMYXFF）IgG"	"风疹病毒抗体测定（各种免疫X方法）IgG"	""	"36.76"	"检验"	"检验费"	
"428"	"MYQDBIgGDLCD（SSBZF）"	"免疫球蛋白IgG定量测定（散射比浊法）"	""	"58.45"	"检验"	"检验费"	
"429"	"FZBDKTCD（GZMYXFF）"	"风疹病毒抗体测定（各种免疫X方法）"	""	"20.31"	"检验"	"检验费"	
"430"	"XJSJHQDB（HSBG)（HXFGF）"	"性激素结合球蛋白（HSBG)（化X发光法）"	""	"22.34"	"检验"	"检验费"	
"431"	"WGMS(F)YWNDCD(HG)"	"万古霉素(峰)药物浓度测定(黄管)"	""	"62.69"	"检验"	"检验费"	
"432"	"DXBTCD-NBB(C4)"	"单项补体测定-尿标本(C4)"	""	"38.43"	"检验"	"检验费"	
"433"	"XXBJCPHSY"	"X小板交叉配合试验"	""	"38.42"	"检验"	"检验费"	
"434"	"LBXBDSY"	"淋巴细胞毒试验"	""	"43.67"	"检验"	"检验费"	
"439"	"YWYZTXYWGJC"	"药物验证透析液外观检查"	""	"9.33"	"检验"	"检验费"	
